duplicate_group_id,event_id,source,similarity_reason,duplicate_type,canonical_record,keep_for_training,notes
GRP-00160,EVT-BSEE-0160,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00161,EVT-BSEE-0161,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00162,EVT-BSEE-0162,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00163,EVT-BSEE-0163,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00164,EVT-BSEE-0164,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00165,EVT-BSEE-0165,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00166,EVT-BSEE-0166,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00167,EVT-BSEE-0167,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00168,EVT-BSEE-0168,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00169,EVT-BSEE-0169,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00170,EVT-BSEE-0170,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00171,EVT-BSEE-0171,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00172,EVT-BSEE-0172,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00173,EVT-BSEE-0173,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00174,EVT-BSEE-0174,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00175,EVT-BSEE-0175,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00176,EVT-BSEE-0176,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00177,EVT-BSEE-0177,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00178,EVT-BSEE-0178,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00179,EVT-BSEE-0179,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00180,EVT-BSEE-0180,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00181,EVT-BSEE-0181,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00182,EVT-BSEE-0182,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00183,EVT-BSEE-0183,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00184,EVT-BSEE-0184,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00185,EVT-BSEE-0185,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00186,EVT-BSEE-0186,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00187,EVT-BSEE-0187,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00188,EVT-BSEE-0188,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00189,EVT-BSEE-0189,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00190,EVT-BSEE-0190,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00191,EVT-BSEE-0191,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00192,EVT-BSEE-0192,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00193,EVT-BSEE-0193,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00194,EVT-BSEE-0194,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00195,EVT-BSEE-0195,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00196,EVT-BSEE-0196,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00197,EVT-BSEE-0197,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00198,EVT-BSEE-0198,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00199,EVT-BSEE-0199,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00200,EVT-BSEE-0200,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00201,EVT-BSEE-0201,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00202,EVT-BSEE-0202,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00203,EVT-BSEE-0203,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00204,EVT-BSEE-0204,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00205,EVT-BSEE-0205,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00206,EVT-BSEE-0206,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00207,EVT-BSEE-0207,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00208,EVT-BSEE-0208,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00209,EVT-BSEE-0209,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00210,EVT-BSEE-0210,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00211,EVT-BSEE-0211,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00212,EVT-BSEE-0212,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00213,EVT-BSEE-0213,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00214,EVT-BSEE-0214,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00215,EVT-BSEE-0215,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00216,EVT-BSEE-0216,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00217,EVT-BSEE-0217,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00218,EVT-BSEE-0218,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00219,EVT-BSEE-0219,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00220,EVT-BSEE-0220,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00221,EVT-BSEE-0221,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00222,EVT-BSEE-0222,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00223,EVT-BSEE-0223,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00224,EVT-BSEE-0224,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00225,EVT-BSEE-0225,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00226,EVT-BSEE-0226,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00227,EVT-BSEE-0227,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00228,EVT-BSEE-0228,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00229,EVT-BSEE-0229,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00230,EVT-BSEE-0230,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00231,EVT-BSEE-0231,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00232,EVT-BSEE-0232,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00233,EVT-BSEE-0233,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00234,EVT-BSEE-0234,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00235,EVT-BSEE-0235,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00236,EVT-BSEE-0236,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00237,EVT-BSEE-0237,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00238,EVT-BSEE-0238,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00239,EVT-BSEE-0239,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00240,EVT-BSEE-0240,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00241,EVT-BSEE-0241,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00242,EVT-BSEE-0242,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00243,EVT-BSEE-0243,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00244,EVT-BSEE-0244,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00245,EVT-BSEE-0245,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00246,EVT-BSEE-0246,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00247,EVT-BSEE-0247,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00248,EVT-BSEE-0248,Bureau of Safety and Environmental Enforcement (BSEE),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
